Type,Length,Depth,Kg
salmon,63.09,15.7403079,6.696637555
salmon,55.01,13.64230443,4.656599051
salmon,59.62,14.29540401,5.562553691
salmon,67.47,16.65849566,8.19980835
salmon,57.61,13.87293349,5.154063215
salmon,51.07,12.12662302,3.639964972
salmon,47.91,12.6126655,3.118709472
salmon,58.34,14.96320858,5.587628094
salmon,61.17,14.60705233,6.091421791
salmon,64.55,15.09048699,6.850865331
salmon,47.48,11.59387606,2.762812418
salmon,61.41,15.40544048,6.592123172
salmon,61.46,15.39496475,6.198380963
salmon,58.85,15.43504773,5.915670337
salmon,63.64,14.93323168,7.286299375
salmon,58.39,13.99256895,5.251451935
salmon,59.12,14.95710139,5.804821072
salmon,63.35,16.16555405,7.18174902
salmon,50.99,12.99910115,3.775209134
salmon,46.25,11.21306077,2.570979009
salmon,58.15,14.43626757,5.428883148
salmon,64.68,16.62006555,7.497044177
salmon,69.89,17.13749407,9.793931368
salmon,64.79,15.55224709,7.176562785
salmon,54.26,13.01523934,4.135836531
salmon,48.53,11.37644785,2.932920792
salmon,69.02,17.49120634,9.151008204
salmon,63.91,14.73208586,6.640536329
salmon,57.03,14.2727645,4.947005412
salmon,55.3,13.54416361,4.777708038
salmon,56.91,13.71838331,4.898669185
salmon,68.6,16.65417364,8.7114233
salmon,59.83,14.57831365,5.529054509
salmon,58.97,15.40716888,5.92293733
salmon,63.97,16.45323216,7.15726757
salmon,54,13.09310122,4.084999764
salmon,56.09,14.78910925,5.420370837
salmon,60.74,14.51383237,6.015326081
salmon,69.52,17.56590486,8.81619221
salmon,63.42,15.92090502,6.936056569
salmon,67.38,16.7820903,8.437454699
salmon,56.16,13.85807851,5.179965463
salmon,62.6,16.64247243,6.865047217
salmon,63.07,15.60354254,7.174105442
salmon,65.37,16.06556634,7.400460454
salmon,56.4,13.41788843,4.517719759
salmon,56.67,14.98797274,5.241967171
salmon,68.18,17.76977892,9.177445537
salmon,60.46,15.08379422,5.924702422
salmon,62.29,14.97361395,6.591674462
salmon,66.06,16.52009889,8.414227214
salmon,51.75,12.66227699,3.812724727
salmon,44.35,10.6692683,2.352059924
salmon,57.41,14.65075912,5.557531267
salmon,61.26,15.13627494,5.980795915
salmon,65.15,16.33370799,7.832606532
salmon,61.74,15.47904665,6.788405194
salmon,51.39,12.69084491,3.831804106
salmon,52.53,12.69995273,3.958749275
salmon,66.8,15.84183801,8.0846773
salmon,59.91,15.92167531,6.330838512
salmon,54.5,12.72766907,4.125792842
salmon,64.68,16.60654422,7.693073579
salmon,53.18,13.54885706,4.326206216
salmon,62.91,14.97459711,6.349878275
salmon,66.27,16.26907529,7.988293212
salmon,56.54,13.42354842,4.550455369
salmon,62.05,15.45224841,6.46935554
salmon,53.05,13.50205258,4.03512517
salmon,58.51,14.77936238,5.132540027
salmon,63.92,15.52693428,7.243128616
salmon,61.4,15.31516838,6.105101609
salmon,63.6,16.14094871,7.824181449
salmon,63.36,15.40745846,6.920534084
salmon,59.49,14.67392847,5.502325306
salmon,61.54,15.494515,6.168246854
salmon,62.21,15.68758946,6.2390722
salmon,63.16,15.54412163,6.826982909
salmon,52.99,13.52543034,4.222152247
salmon,54.36,12.76971833,4.144578098
salmon,53.14,13.12832045,3.920286575
salmon,53.05,13.08034901,4.025976751
salmon,72.63,17.18353796,10.62121636
salmon,54.9,13.85149502,4.489607026
salmon,65.82,16.52210911,7.876105912
salmon,61.63,14.66056985,5.852754411
salmon,50.46,12.42073817,3.598968002
salmon,67.64,16.86276418,8.185751357
salmon,60.22,14.57052307,5.91702866
salmon,66.03,15.69064466,7.312817594
salmon,60.1,15.00138827,5.797068042
salmon,58.77,15.09660012,5.321965168
salmon,53.53,13.19454081,4.048408722
salmon,56.49,13.97445927,5.144508668
salmon,51.7,13.13137449,3.894973744
salmon,63.53,16.59707913,7.378944511
salmon,64.13,16.42453678,7.316157893
salmon,49.62,11.73293814,3.161095536
salmon,62.35,15.49667721,6.904979322
salmon,57.72,14.8160097,5.506083074
salmon,60.87,14.91947967,6.053400604
salmon,55.83,14.11569256,4.694586607
salmon,56.52,13.76206247,4.940988041
salmon,56.25,14.63787516,5.558143307
salmon,63.43,15.44005798,6.724285504
salmon,50.28,12.34735534,3.417320547
salmon,57.93,14.47385301,5.415952579
salmon,61.68,15.34364988,6.408157307
salmon,49.79,12.43683746,3.297186443
salmon,64.64,16.22935518,7.60696771
salmon,50.93,13.09830965,3.706703615
salmon,52.33,12.96891423,4.043089589
salmon,66.12,16.34436347,8.028853256
salmon,58.81,14.12731691,5.352680122
salmon,63,15.14824961,6.995521256
salmon,51.75,13.30607438,3.96100983
salmon,54.2,13.1591723,4.452684666
salmon,61.56,16.02437378,6.549885965
salmon,51.94,12.85403085,4.010577672
salmon,54.33,12.54286782,3.967611311
salmon,56.74,13.89859801,4.968973072
salmon,49.99,12.30145668,3.535897199
salmon,61.33,14.82632204,6.011289637
salmon,60.86,15.64424986,6.293525124
salmon,50.6,12.61201518,3.737331045
salmon,62.43,15.75701603,6.654164895
salmon,59.06,14.45324121,5.606349398
salmon,52.53,13.05564762,3.816924067
salmon,55.13,13.12709173,4.382353046
salmon,56.97,13.73834993,4.805169619
salmon,62.31,14.93574401,6.317725229
salmon,60.38,14.19110533,5.882594099
salmon,61.94,14.54933781,6.402774187
salmon,72.58,17.73195279,10.64361714
salmon,64.16,15.48941315,6.779474651
salmon,68.33,17.40899529,9.035578
salmon,64.63,15.74487942,7.947866969
salmon,49.64,11.81469292,3.245013787
salmon,57.78,14.68977262,5.846730955
salmon,61.28,15.04033038,5.915887057
salmon,56.14,13.74334671,4.799163686
salmon,60.93,15.1582792,6.265020094
salmon,52.61,13.16541353,4.154593806
salmon,61.75,14.86071676,6.491286429
salmon,56.92,14.76857535,5.411323433
salmon,53.58,13.30658972,4.298730027
salmon,63.63,16.37320298,7.456846497
salmon,60.1,14.05318288,5.71756912
salmon,59.47,14.5887566,5.48284439
salmon,56.17,13.87224001,4.938783182
salmon,71.19,16.45931211,9.290786637
salmon,64.98,15.81821203,7.363479202
salmon,55.68,13.38569916,4.358546518
salmon,47.39,11.82635097,2.807764619
salmon,71.25,17.92274737,9.724002545
salmon,63.37,15.49103319,7.044917231
salmon,50.65,11.90866746,3.536705573
salmon,75.7,18.19535996,11.76443502
salmon,65.93,15.86432289,7.595414267
salmon,56.59,13.92266642,5.022087126
salmon,55.6,13.26377663,4.627346549
salmon,57.67,14.46080002,5.682199184
salmon,68.83,17.42061032,8.97394657
salmon,63.69,15.09529405,6.770561326
salmon,56.09,13.96790965,4.902057334
salmon,50.36,13.30310153,3.777679957
salmon,62.95,15.46447608,6.884457918
salmon,53.43,13.53949933,4.111145063
salmon,64.07,15.8901884,6.973754524
salmon,55.16,13.11130031,4.306344856
salmon,51.9,12.13408179,3.57763975
salmon,57.42,14.24953729,5.363459511
salmon,56.73,13.72800979,4.540001822
salmon,60.85,14.28853883,5.518736601
salmon,59.63,14.94525918,5.997786666
salmon,59.7,14.11312228,5.612468138
salmon,60.98,15.12173674,6.109157167
salmon,60.11,15.42467531,6.300135291
salmon,59.1,14.4021788,5.860021066
salmon,60.04,14.57658274,5.794221082
salmon,60.15,14.39800783,5.309732108
salmon,66.26,15.73215079,7.782210602
salmon,60.51,15.59864519,6.374586113
salmon,47.83,11.51139643,2.919685861
salmon,67.34,16.65238863,8.318504845
salmon,60.51,14.95640225,5.898309285
salmon,54.28,12.6779163,4.017266825
salmon,73.23,18.17335195,10.79834965
salmon,66.92,16.55702939,8.193436061
salmon,56.6,14.28175215,5.018434944
salmon,54.3,13.30414456,4.479770977
salmon,64.14,15.07159018,7.10752459
salmon,62.69,15.79747017,7.021430902
salmon,68.64,16.93119098,8.930572613
salmon,71.99,17.30316582,9.751000876
salmon,66.13,17.00883481,8.171442636
salmon,56.17,14.08295768,4.800639728
salmon,63.22,15.77010125,7.060407715
salmon,60.07,14.52537548,5.765903838
salmon,65.61,16.46253887,7.406343481
salmon,51.14,12.78882146,3.589943682
salmon,48.32,11.98731726,3.047876788
salmon,56.45,13.36462088,4.543930254
salmon,61.91,15.4532852,6.652946147
salmon,59.68,14.58236635,5.534574938
salmon,56.38,13.90809791,5.293545456
salmon,59.89,14.56578336,5.565856434
salmon,63.67,15.91871642,7.211541664
salmon,59.39,14.52033281,5.44362985
salmon,68.03,16.85966604,8.617857117
salmon,56.68,14.19210351,5.078600591
salmon,70.57,17.42865564,9.523198845
salmon,56.7,14.11890107,4.555313646
salmon,69.85,17.82589482,9.477173885
salmon,59.3,15.73938686,5.963101109
salmon,61.31,15.40613071,6.332509837
salmon,66.52,16.06526968,7.815733422
salmon,76.58,19.01333225,13.12950651
salmon,58.07,14.89677019,5.250642234
salmon,52.29,13.05118103,4.037449358
salmon,55.49,13.8598486,4.770733063
salmon,54.98,14.27761799,4.880342236
salmon,66.97,16.56514859,8.024479584
salmon,71.69,18.21831723,10.12267239
salmon,65.79,16.80853192,8.014152473
salmon,64.49,15.58403236,7.12984157
salmon,66.34,16.70740904,7.927163899
salmon,55.85,13.44458212,4.672114257
salmon,58.71,14.0916921,5.713412308
salmon,61.29,15.01337803,6.160179696
salmon,69.9,17.1064796,9.238626684
salmon,50.7,12.67301702,3.447763255
salmon,54.97,13.36178357,4.58526967
salmon,53.11,13.21730071,4.244634356
salmon,53.61,13.44187978,4.283303805
salmon,40.08,9.883555063,1.766823518
salmon,61.76,14.88155918,6.41844926
salmon,65.13,15.36161075,7.081238353
salmon,61.81,16.29172522,6.738477955
salmon,67.96,16.18524652,8.547742369
salmon,61.71,14.98326333,6.528458963
salmon,65.19,16.71281468,7.525693724
salmon,62.17,15.65142631,6.797608191
salmon,54.01,13.92988418,4.484479392
salmon,59.07,14.33472998,5.465483523
salmon,59.7,14.54116783,5.362328011
salmon,69.45,18.04389837,10.45587109
salmon,58.84,14.83870982,5.483949209
salmon,58.65,13.94726353,5.547490622
salmon,57.82,14.79141404,5.439028754
salmon,60.65,14.64520414,6.184668869
salmon,64.47,17.11164971,8.43742463
salmon,65.76,15.35909914,7.48136671
salmon,65.14,16.44460513,7.851609917
salmon,65.04,15.7000667,7.714202926
salmon,58.72,14.54216233,5.888265064
salmon,54.27,14.06481794,4.56352612
salmon,48.78,11.81737882,3.09340517
salmon,64.14,16.34963338,7.371775261
salmon,61.39,15.05079385,6.394998661
salmon,65.12,16.00801057,7.575742665
salmon,69.22,16.96677654,8.594404613
salmon,59.11,14.66130205,5.259190652
salmon,69.03,16.77509374,8.673627591
salmon,65.27,15.94792989,7.779056006
salmon,63.84,15.63768262,7.221806687
salmon,58.18,14.76490012,5.457523183
salmon,62.68,15.30586305,6.813416029
salmon,70.55,17.76859846,9.105777806
salmon,59.5,15.07325851,5.487156639
salmon,68.52,17.57166655,8.754105443
salmon,52.06,13.25155593,3.943862229
salmon,59.24,14.40889005,5.453317075
salmon,57.68,14.56912291,5.243655208
salmon,58.69,14.91488346,5.692758446
salmon,55.86,13.54000876,4.619240568
salmon,63.84,16.20405933,7.496306676
salmon,65.94,15.52505468,7.17151683
salmon,41.56,10.45988531,2.0171549
salmon,69.39,17.51233308,9.291991166
salmon,58.34,15.13595887,5.892379346
salmon,58.27,14.99556715,5.665223709
salmon,59.52,14.6976049,5.797912877
salmon,70,17.39188652,9.613630798
salmon,64.54,15.37366512,6.920901928
salmon,54.03,13.12852008,3.992524029
salmon,43.15,10.47960962,2.347623653
salmon,67.9,16.76337128,8.541621085
salmon,63.08,15.86998389,6.769985288
salmon,55.26,14.13251,4.968020534
salmon,50.92,12.58258131,3.71554803
salmon,53.74,13.41131364,4.202488046
salmon,69.61,17.43458719,9.158018568
salmon,61.63,15.40445176,6.615051443
salmon,64.92,16.69071324,7.803694043
salmon,55.19,13.37055281,4.401756929
salmon,51.56,12.81273755,3.608220843
salmon,55,13.66428829,4.708277099
salmon,59.97,15.02423782,6.119672037
salmon,57.84,14.05940506,5.325871009
salmon,55.64,13.78884194,4.586250883
mackerel,39.64,7.826886721,1.329148954
mackerel,47.89,9.85573421,2.103569974
mackerel,27.17,5.517602984,0.444668175
mackerel,42.11,8.458347354,1.71562558
mackerel,51.38,10.5291157,3.104793958
mackerel,42.64,8.606051153,1.720541097
mackerel,32.5,6.673767167,0.673391511
mackerel,46.82,9.580267054,1.984976587
mackerel,39.62,8.314744527,1.252644893
mackerel,38.19,7.810918012,1.052515795
mackerel,39.68,8.221189427,1.452617214
mackerel,50.46,10.4006624,2.779069408
mackerel,32.64,6.698102753,0.760579835
mackerel,42.93,8.697474144,1.824998513
mackerel,37.09,7.640375204,1.012932892
mackerel,42.9,8.648238925,1.407883703
mackerel,36.32,7.280215307,1.142867651
mackerel,37.66,7.922911797,1.283425382
mackerel,51.83,10.59421449,3.43922699
mackerel,27.02,5.486596653,0.434461728
mackerel,40.32,8.057332786,1.396319019
mackerel,35.76,7.318511843,0.896530323
mackerel,34.63,6.858347365,0.803982541
mackerel,40.16,8.216836026,1.347421918
mackerel,50.88,9.844945868,3.094785444
mackerel,43.51,8.873679792,1.694995831
mackerel,38.89,8.069870505,1.406791374
mackerel,38.29,7.567712801,1.305309422
mackerel,43.17,8.646358714,1.542272962
mackerel,33.53,6.782728164,0.878236763
mackerel,36.59,7.701767916,1.218527634
mackerel,23.77,4.832014372,0.264873679
mackerel,44.28,9.181593544,1.655097413
mackerel,45,8.945909597,2.200261391
mackerel,35.24,7.317834204,0.923627124
mackerel,33.24,6.815872308,0.867308964
mackerel,34.37,6.855053434,0.856041079
mackerel,30.9,6.337128764,0.567470029
mackerel,38.59,7.70925866,1.08533528
mackerel,32.54,6.679311469,0.824001927
mackerel,41.73,8.234380935,1.213909762
mackerel,41.99,8.694680164,1.866189289
mackerel,44.4,8.935309995,1.646839499
mackerel,35.37,6.97174846,0.958965697
mackerel,41.46,8.551323415,1.467105296
mackerel,46.52,9.039743421,2.050429012
mackerel,42,8.745333101,1.68609124
mackerel,31.41,6.309459926,0.660564353
mackerel,45.89,9.232610036,2.058169684
mackerel,31.46,6.408248642,0.657906183
mackerel,36.12,7.261619953,0.783524251
mackerel,29.27,5.861303778,0.525574417
mackerel,46.94,9.477489271,1.818274884
mackerel,38.33,7.974523419,1.322224044
mackerel,35.53,7.241693008,0.8191677
mackerel,38.82,8.142359431,1.346434547
mackerel,41.97,8.265576615,1.496297265
mackerel,29.15,5.869865056,0.531391601
mackerel,32.6,6.462194774,0.722016998
mackerel,30.42,6.166796398,0.57103659
mackerel,35.43,7.16154934,0.878540435
mackerel,26.78,5.36864922,0.398153964
mackerel,40.6,8.25768653,1.364998216
mackerel,39.42,8.05287728,1.446661488
mackerel,32.59,6.678547857,0.736619983
mackerel,45.53,9.017836735,1.811773833
mackerel,45.19,9.184737343,1.746516846
mackerel,40.68,8.107414488,1.537466999
mackerel,38.94,7.919900981,1.186042356
mackerel,38.44,7.858984512,1.36788081
mackerel,31.13,6.35576318,0.718330305
mackerel,38.56,7.599619805,1.288655143
mackerel,36.75,7.100141127,0.966874067
mackerel,48.85,9.629077417,2.411499949
mackerel,32.29,6.539325633,0.722959501
mackerel,39.82,7.790414284,1.418535286
mackerel,39.46,8.157502453,1.387273544
mackerel,40.6,8.060623377,1.189607231
mackerel,41.73,8.643792601,1.322696084
mackerel,35.53,7.098039723,0.966982848
mackerel,41.62,8.203186062,1.363974624
mackerel,50.36,9.51477786,2.211134885
mackerel,49.62,9.828704388,2.364210697
mackerel,53.13,10.8346251,2.906598777
mackerel,47.3,9.847828481,2.027149872
mackerel,34.77,6.978570193,1.012097697
mackerel,44.3,9.125030345,1.857820222
mackerel,40.95,8.36615106,1.522783961
mackerel,38.75,8.144906832,1.285640145
mackerel,34,6.817990723,0.988972438
mackerel,30.22,5.858648262,0.578323759
mackerel,40.64,8.530665143,1.36650287
mackerel,42.76,8.524195042,1.904351591
mackerel,46.66,9.225171808,1.945744293
mackerel,34,6.765996649,0.776213164
mackerel,37.65,7.631173837,1.154483163
mackerel,35.36,7.159476667,0.834842073
mackerel,30.43,6.2880601,0.526318609
mackerel,40.34,8.287456219,1.259882106
mackerel,45.72,9.369112705,2.153634018
mackerel,39.44,8.004251526,1.237686237
mackerel,42.68,8.7701179,1.659913183
mackerel,37.06,7.704583655,1.101456631
mackerel,44.57,9.423918137,1.896240422
mackerel,30.78,6.205969331,0.621063861
mackerel,34.1,6.727645234,0.765755853
mackerel,45.55,9.410854636,1.981446396
mackerel,38.42,7.976640776,1.222159105
mackerel,45.88,9.323709329,2.362659922
mackerel,43.83,8.517731564,1.814723671
mackerel,30,6.154070477,0.495696061
mackerel,46.3,9.627841501,2.212845588
mackerel,51.46,10.73378796,3.179399218
mackerel,29.11,5.718633744,0.502544801
mackerel,41.28,8.252366209,1.268254137
mackerel,36.2,7.334203297,0.986740344
mackerel,38.59,8.026551653,1.3261155
mackerel,51.02,10.41221031,2.887622188
mackerel,50.38,10.48603841,2.925088075
mackerel,39.25,7.994767769,1.327297307
mackerel,37.44,7.548684506,1.141365972
mackerel,36.44,7.483554047,1.06144379
mackerel,30.33,6.017190424,0.631641064
mackerel,37.59,7.702555008,1.284047741
mackerel,43,8.56616783,1.529173279
mackerel,50,10.13223756,2.80510465
mackerel,31.74,6.392957389,0.600522444
mackerel,32.78,6.92404314,0.893921054
mackerel,32.97,6.693213776,0.605595943
mackerel,38.9,7.954819906,1.257938939
mackerel,41.58,8.607332632,1.292158286
mackerel,38.56,8.043708926,1.239601067
mackerel,42.52,8.609948982,1.743571913
mackerel,38.7,7.715082157,1.23648479
mackerel,42.27,8.926742819,1.891315713
mackerel,40.39,8.098332556,1.832013856
mackerel,27.53,5.597016545,0.464012938
mackerel,35.95,7.327805051,0.872499956
mackerel,47.26,9.623198291,1.930993787
mackerel,38.49,7.98530272,1.428707003
mackerel,50.95,10.30779342,3.253718798
mackerel,38.92,8.171514062,0.993916475
mackerel,39.51,8.171137129,1.070567386
mackerel,42.51,8.848475849,1.658229998
mackerel,40.58,8.209769758,1.750206154
mackerel,36.7,7.633119381,1.088053155
mackerel,41.66,8.478765962,1.467571995
mackerel,52.17,10.27007697,3.074335691
mackerel,35.57,7.263357849,0.78131434
mackerel,47.59,9.691375286,2.346848257
mackerel,33.54,6.913210969,1.046371105
mackerel,44.91,9.26922363,2.061649361
mackerel,45.36,9.440878363,2.147548019
mackerel,34.94,7.236273475,1.033224529
mackerel,36.77,7.33504944,1.066872802
mackerel,42.23,8.656359857,1.763937736
mackerel,39.2,7.790001797,1.04329046
mackerel,33.79,6.724647869,0.736939042
mackerel,42.69,8.461198734,1.736140711
mackerel,38.84,7.719952671,1.130006949
mackerel,37.05,7.591699729,1.258887227
mackerel,47.21,9.60197412,2.199983814
mackerel,29.24,5.998530094,0.535296909
mackerel,40.27,8.460937187,1.533149584
mackerel,39.89,8.056181149,1.328663439
mackerel,38.08,7.820605251,1.284098422
mackerel,49.36,10.00057831,2.518751882
mackerel,37.42,7.63507189,1.10612932
mackerel,41.96,8.905571753,1.63229977
mackerel,40.52,8.227159569,1.512515967
mackerel,33.43,6.86469702,0.974123191
mackerel,45.12,9.185658639,1.647211174
mackerel,36.26,7.279034971,1.060607336
mackerel,38.05,8.039257672,1.211394089
mackerel,24.35,5.033683126,0.355926528
mackerel,46.27,9.619571517,2.116461557
mackerel,33.21,6.702799796,0.828463381
mackerel,46.64,9.005677443,1.744404529
mackerel,52.7,10.71756355,2.950368516
mackerel,28.04,5.655414677,0.479691165
mackerel,39.44,8.232872921,1.104036659
mackerel,46.63,9.955054865,2.513259021
mackerel,51.34,10.69269202,2.60451517
mackerel,46.21,9.23359618,1.645921808
mackerel,37.46,7.528206864,1.095426488
mackerel,43.01,8.980270469,1.811251362
mackerel,42.02,8.244949361,1.960337506
mackerel,39.9,7.882462652,1.401721969
mackerel,54.64,11.27392242,3.127919929
mackerel,46.59,9.521454779,2.563433154
mackerel,37.55,7.482274416,1.130864019
mackerel,37.97,7.739192024,1.004302007
mackerel,30.55,6.201004512,0.532964844
mackerel,32.82,6.675532536,0.741652274
mackerel,39.88,8.119346937,1.288563489
mackerel,37.3,7.725519323,0.95128973
mackerel,45.14,8.75167523,2.091582168
mackerel,41.59,8.477818526,1.482378803
mackerel,32.97,6.798466899,0.845259873
mackerel,42.86,8.872128491,1.631032935
mackerel,40.29,7.934148262,1.495577389
mackerel,37.69,7.730720053,1.181301982
mackerel,42.12,8.477115053,1.599374866
mackerel,44.37,9.018725556,1.962934965
mackerel,31.7,6.380674223,0.699466697
mackerel,37.51,7.451899036,1.038759158
mackerel,50.4,10.10160446,2.654263944
mackerel,30.19,6.048953741,0.546896009
mackerel,42.76,8.219445906,1.435878765
mackerel,42.34,8.535760846,1.621037368
mackerel,33.52,6.740723454,0.674739532
mackerel,37.25,7.697492336,1.098250517
mackerel,47.27,9.548313862,2.0886794
mackerel,48.5,10.06052948,1.933698847
mackerel,30.55,6.207582422,0.612330792
mackerel,34.14,7.053871375,0.918776243
mackerel,38.24,7.952274067,1.147327636
mackerel,36.74,7.467654672,0.932752165
mackerel,31.88,6.475820698,0.707069863
mackerel,40.73,8.327988531,1.381958864
mackerel,29.75,5.930323965,0.612810881
mackerel,54.18,10.74529773,3.238472262
mackerel,42.87,8.817228685,1.67270353
mackerel,33.81,7.064686203,0.971561581
mackerel,27.74,5.344527577,0.499981469
mackerel,40.36,8.054460281,1.68045263
mackerel,36.72,7.201363736,0.964923173
mackerel,46.27,9.579141813,2.483451318
mackerel,42.18,8.521952126,1.266015632
mackerel,35.46,7.345565735,1.003276484
mackerel,42.21,8.33994548,1.485190202
mackerel,36.04,7.383050472,0.973912866
mackerel,46.77,9.651537569,2.632227304
mackerel,39.89,7.950525459,1.458536374
mackerel,42.26,8.306472627,1.436215509
mackerel,43.87,8.756090835,1.797679835
mackerel,43.48,8.976521947,1.708537476
mackerel,50.51,10.57197578,2.738188877
mackerel,42.73,9.004227189,1.391412894
mackerel,42.62,8.657779228,1.927027484
mackerel,41.31,8.610776699,1.852393035
mackerel,35.49,7.198552605,0.91691523
mackerel,45.95,9.321155561,2.39186049
mackerel,40.61,8.237751811,1.567854588
mackerel,35.27,7.243156517,0.789509142
mackerel,32.69,6.560732161,0.877913711
mackerel,36.53,7.550886177,1.183862563
mackerel,42.25,8.581285462,1.509300013
mackerel,34.25,7.124713559,0.914627953
mackerel,38.97,7.926772098,1.236702375
mackerel,21.08,4.188276118,0.191172332
mackerel,38.71,7.607582695,1.142569142
mackerel,39.04,7.852832985,1.202760553
mackerel,36.97,7.598081201,0.986077346
mackerel,43.91,9.041480448,1.925942836
mackerel,41.86,8.520706042,1.615712461
mackerel,46.06,9.675148313,2.02437088
mackerel,30.41,5.925640309,0.612765122
mackerel,34.74,7.098364665,0.999587936
mackerel,44.26,9.166862671,1.944464946
mackerel,44.46,9.273686926,2.205318097
mackerel,46.35,9.17135331,2.216958829
mackerel,32.68,6.533080239,0.75608941
mackerel,53.1,10.90361143,3.172524419
mackerel,34.9,7.208254419,0.889333217
mackerel,40.79,8.438418511,1.446554872
mackerel,38.49,8.054899734,1.187787044
mackerel,45.75,9.329762029,1.980291793
mackerel,37.71,7.763158117,1.19353944
mackerel,38.06,7.690102346,1.218969546
mackerel,38.51,7.911135977,1.112968433
mackerel,37.97,7.817685919,1.149481011
mackerel,36.94,7.348014765,1.002188052
mackerel,47.43,10.09068118,2.306269859
mackerel,49.62,9.943474831,2.064660962
mackerel,32.36,6.392625756,0.78149221
mackerel,39.17,7.921695703,1.415013052
mackerel,44.87,9.117476397,2.00359665
mackerel,38.38,7.84243479,0.965925257
mackerel,28.18,5.719900327,0.461734337
mackerel,37.82,7.758863654,1.276207176
mackerel,47.27,9.444084425,2.579756266
mackerel,49.03,10.16887996,2.961719593
mackerel,51.6,10.64108741,3.372756545
mackerel,50.5,10.38293145,2.416367477
mackerel,35.22,7.000164914,1.127404549
mackerel,31.3,6.481144038,0.821547326
mackerel,35.02,6.961333452,0.836959949
mackerel,25.42,5.193605869,0.299953184
mackerel,31.25,6.547857316,0.780528262
mackerel,29.6,5.987458506,0.60273509
mackerel,45.33,9.289849517,2.145637444
mackerel,31.14,6.48485429,0.654647402
mackerel,40.55,8.383386211,1.271678237
mackerel,51.14,10.67315373,3.352927667
mackerel,37.11,7.735227237,1.265367701
mackerel,30.63,6.307016361,0.662786534
mackerel,35.72,7.490991514,0.888628846
mackerel,36.7,7.364677607,0.943215039
mackerel,49.69,9.857805641,2.681113142
mackerel,38.81,7.953947091,1.345041698
mackerel,32.95,6.931090915,0.756502393
mackerel,36.31,7.310322918,1.310855152
mackerel,45.47,9.0046696,1.87203566
mackerel,30.8,5.966709496,0.681628604
mackerel,37.22,7.52960496,1.12839652
mackerel,44.61,8.902651352,1.939642342
mackerel,41.5,8.701696979,1.383441206
mackerel,34.86,7.251086028,1.109886325
mackerel,38.95,7.777838335,1.173884004
mackerel,38.77,7.926356475,1.086673207
mackerel,34.43,6.782577388,0.705657165
mackerel,45.55,9.126829995,1.780714213
mackerel,33.21,6.623545338,0.919395795
mackerel,47.19,9.42022979,2.439997125
mackerel,36.11,6.985500617,0.904450915
mackerel,34.6,6.985059765,0.923400344
mackerel,45.46,9.304437275,2.190222231
mackerel,42.26,8.510865951,2.084128769
mackerel,44.09,9.125026982,1.892094368
mackerel,40.67,8.385916717,1.418803113
mackerel,42.3,8.645868083,1.572665028
mackerel,49.53,10.22311554,2.609082556
mackerel,41.97,8.839819562,1.312756853
mackerel,40.36,8.26019216,1.376154716
mackerel,43.56,9.116284708,1.71479526
mackerel,38.61,7.877209372,1.129906401
mackerel,40.52,8.54659911,1.570938082
mackerel,50.63,10.31938265,2.696111143
mackerel,42.91,8.750825595,1.656985334
mackerel,37.49,7.48008902,1.206042429
mackerel,40.73,8.038846786,1.475355098
mackerel,44.08,9.069220565,1.518024888
mackerel,43.79,8.923351768,1.870568674
mackerel,43.49,8.817991484,1.662923021
mackerel,35.84,7.442393347,0.897719772
mackerel,31.94,6.483666531,0.708158581
mackerel,42.19,8.933642033,1.426338584
mackerel,44.9,9.087821517,2.07254574
mackerel,41.95,8.430549898,1.6644052
mackerel,35.59,7.267702277,0.984138561
mackerel,50.78,10.00944566,2.964191445
mackerel,35.2,7.042454893,0.758813597
mackerel,45.78,9.493840027,1.991840569
mackerel,42.93,8.551834248,1.706024372
mackerel,48.97,10.1354862,2.558587972
mackerel,37.74,7.479243936,1.101502395
mackerel,38.15,7.630265951,1.102786216
mackerel,31.48,6.331572733,0.719656985
mackerel,40.97,8.117819246,1.555568675
mackerel,32.47,6.642758072,0.81342822
mackerel,46.78,9.50457425,2.259255133
mackerel,45.46,9.352758062,2.072882367
mackerel,48.15,9.753193759,2.116856444
mackerel,35.9,7.318815296,0.911958715
mackerel,31.92,6.555567227,0.559098398
mackerel,49.97,10.19329687,2.63688555
mackerel,27.09,5.537074656,0.404845748
mackerel,37.54,7.838684595,0.816206248
mackerel,45.09,9.523494026,2.085046859
mackerel,44.61,9.165009041,1.988451613
mackerel,33.54,6.850640458,0.853938929
mackerel,40.53,8.3282039,1.429919898
mackerel,32.27,6.554499543,0.520517602
mackerel,62.96,12.79451424,5.83290718
mackerel,37.09,7.603683005,0.963358541
mackerel,35.24,7.184978566,1.046704916
mackerel,42.4,8.996750266,1.791967192
mackerel,37.34,7.606846938,0.889447665
mackerel,36.4,7.51287553,1.210497207
mackerel,33.47,6.86775732,0.79284582
mackerel,38.86,7.842531293,1.250732589
mackerel,41,8.311068727,1.708272426
mackerel,34.32,7.293013898,0.931110795
mackerel,44.54,8.679411831,2.137970984
mackerel,51.29,10.51776336,2.278647532
mackerel,31.81,6.313916994,0.677811648
mackerel,36.72,7.691869261,1.100756453
mackerel,43.13,8.691747514,1.562281957
mackerel,38.43,8.087016526,1.352583535
