"번호","시도","기관명","주소","전화번호","운영주체","법인유형"
"115","부산","동구종합사회복지관","부산광역시 동구 안창로 57","051-633-3367","재단법인 한결재단","재단법인"
"115","부산","동구종합사회복지관","부산광역시 동구 안창로 57","051-633-3368","재단법인 한결재단","재단법인"
"115","부산","동구종합사회복지관","부산광역시 동구 안창로 57","051-633-3369","재단법인 한결재단","재단법인"
"116","부산","동래종합사회복지관","부산광역시 동래구 시실로 107번길 154","051-531-2460","양덕사회문화원","사회복지법인"
"116","부산","동래종합사회복지관","부산광역시 동래구 시실로 107번길 154","051-531-2461","양덕사회문화원","사회복지법인"
"117","부산","동삼사회복지관","부산광역시 영도구 동삼북로 2","051-405-2133","불국토","사회복지법인"
"118","부산","동원종합사회복지관","부산광역시 북구 금곡대로 616번길 10-9","051-361-0045","부산YMCA","재단법인"
"118","부산","동원종합사회복지관","부산광역시 북구 금곡대로 616번길 10-9","051-361-0046","부산YMCA","재단법인"
"118","부산","동원종합사회복지관","부산광역시 북구 금곡대로 616번길 10-9","051-361-0047","부산YMCA","재단법인"
"119","부산","두송종합사회복지관","부산광역시 사하구 다송로59","051-265-9471","늘기쁜마을","사회복지법인"
"119","부산","두송종합사회복지관","부산광역시 사하구 다송로59","051-265-9472","늘기쁜마을","사회복지법인"
"119","부산","두송종합사회복지관","부산광역시 사하구 다송로59","051-265-9473","늘기쁜마을","사회복지법인"
"119","부산","두송종합사회복지관","부산광역시 사하구 다송로59","051-265-9474","늘기쁜마을","사회복지법인"
"119","부산","두송종합사회복지관","부산광역시 사하구 다송로59","051-265-9475","늘기쁜마을","사회복지법인"
"120","부산","만덕종합사회복지관","부산광역시 북구 함박봉로 140번길 102","051-332-8004","로뎀복지재단","사회복지법인"
"121","부산","모라종합사회복지관","부산광역시 사상구 모라로 110번길 129","051-304-9876","청십자사회복지회","사회복지법인"
"121","부산","모라종합사회복지관","부산광역시 사상구 모라로 110번길 129","051-304-9877","청십자사회복지회","사회복지법인"
"121","부산","모라종합사회복지관","부산광역시 사상구 모라로 110번길 129","051-304-9878","청십자사회복지회","사회복지법인"
"122","부산","몰운대종합사회복지관","부산 사하구 다대낙조2길 17","051-264-9033","내원","사회복지법인"
"123","부산","반석종합사회복지관","부산광역시 해운대구 신반송로 159","051-542-0196","인본의료재단","의료법인"
"123","부산","반석종합사회복지관","부산광역시 해운대구 신반송로 159","051-542-0197","인본의료재단","의료법인"
"124","부산","반송종합사회복지관","부산광역시 해운대구 아랫반송로 1번길 15","051-544-8006","부산YMCA","재단법인"
"124","부산","반송종합사회복지관","부산광역시 해운대구 아랫반송로 1번길 15","051-544-8007","부산YMCA","재단법인"
"124","부산","반송종합사회복지관","부산광역시 해운대구 아랫반송로 1번길 15","051-544-8008","부산YMCA","재단법인"
"124","부산","반송종합사회복지관","부산광역시 해운대구 아랫반송로 1번길 15","051-544-8009","부산YMCA","재단법인"
"125","부산","반여종합사회복지관","부산광역시 해운대구 재반로 226번길 13-73","051-784-0552","설봉학원(동부산대학)","학교법인"
"125","부산","반여종합사회복지관","부산광역시 해운대구 재반로 226번길 13-73","051-784-0553","설봉학원(동부산대학)","학교법인"
"125","부산","반여종합사회복지관","부산광역시 해운대구 재반로 226번길 13-73","051-784-0554","설봉학원(동부산대학)","학교법인"
"126","부산","백양종합사회복지관","부산광역시 사상구 모라로 192번길 20-33","051-305-4286","세이브더칠드런코리아","사회복지법인"
"126","부산","백양종합사회복지관","부산광역시 사상구 모라로 192번길 20-33","051-305-4287","세이브더칠드런코리아","사회복지법인"
"127","부산","부산기독교종합사회복지관","부산광역시 서구 까치고개로229번길 40","051-257-9404","감리회태화복지재단","사회복지법인(직영)"
"127","부산","부산기독교종합사회복지관","부산광역시 서구 까치고개로229번길 40","051-257-9405","감리회태화복지재단","사회복지법인(직영)"
"127","부산","부산기독교종합사회복지관","부산광역시 서구 까치고개로229번길 40","051-257-9406","감리회태화복지재단","사회복지법인(직영)"
"127","부산","부산기독교종합사회복지관","부산광역시 서구 까치고개로229번길 40","051-257-9407","감리회태화복지재단","사회복지법인(직영)"
"128","부산","부산종합사회복지관(로사)","부산 수영구 금련로43번길 54","051-755-3367","로사사회봉사회","사회복지법인(직영)"
"128","부산","부산종합사회복지관(로사)","부산 수영구 금련로43번길 54","051-755-3368","로사사회봉사회","사회복지법인(직영)"
"128","부산","부산종합사회복지관(로사)","부산 수영구 금련로43번길 54","051-755-3369","로사사회봉사회","사회복지법인(직영)"
"129","부산","부산진구종합사회복지관","부산광역시 부산진구 복지로 117-12번지","051-893-0035","YWCA","사회복지법인"
"129","부산","부산진구종합사회복지관","부산광역시 부산진구 복지로 117-12번지","051-893-0036","YWCA","사회복지법인"
"130","부산","사상구종합사회복지관","부산광역시 사상구 백양대로 527","051-311-5739","대한성공회유지재단","재단법인"
"131","부산","사직종합사회복지관","부산광역시 동래구 사직북로 63번길 20-7","051-506-5757","박영학원(신라대학교)","학교법인"
"132","부산","사하구종합사회복지관","부산광역시 사하구 감내2로 21","051-293-2688","로사리오 카리타스","사회복지법인"
"133","부산","상리종합사회복지관","부산광역시 영도구 상리로 63-16","051-404-5061","한국재활재단","사회복지법인"
"134","부산","서구종합사회복지관","부산광역시 서구 망양로 193번길 104","051-253-1922","로사리오 카리타스","사회복지법인"
"135","부산","어린이재단 부산종합사회복지관","부산광역시 동구 수정공원로 15","051-465-0990","어린이재단","사회복지법인(직영)"
"136","부산","연제종합사회복지관","부산광역시 연제구 마곡천로 29-8","051-863-8360","월드비전","사회복지법인"
"136","부산","연제종합사회복지관","부산광역시 연제구 마곡천로 29-8","051-863-8361","월드비전","사회복지법인"
"137","부산","영도구종합사회복지관","부산광역시 영도구 산정길 138","051-413-4661","호산사회복지회","사회복지법인"
"138","부산","영진종합사회복지관","부산광역시 해운대구 반여로 165","051-529-0005","영진복지재단","사회복지법인(직영)"
"138","부산","영진종합사회복지관","부산광역시 해운대구 반여로 165","051-529-0006","영진복지재단","사회복지법인(직영)"
"138","부산","영진종합사회복지관","부산광역시 해운대구 반여로 165","051-529-0007","영진복지재단","사회복지법인(직영)"
"139","부산","와치종합사회복지관","부산광역시 영도구 함지로79번길 76","051-403-4200","남광사회복지회","사회복지법인"
"139","부산","와치종합사회복지관","부산광역시 영도구 함지로79번길 76","051-403-4201","남광사회복지회","사회복지법인"
"140","부산","용호종합사회복지관","부산 남구 이기대공원로 7","051-628-6737","불국토","사회복지법인"
"140","부산","용호종합사회복지관","부산 남구 이기대공원로 7","051-628-6738","불국토","사회복지법인"
"140","부산","용호종합사회복지관","부산 남구 이기대공원로 7","051-628-6739","불국토","사회복지법인"
"141","부산","운봉종합사회복지관","부산광역시 해운대구 신반송로 200","051-543-2431","홀트아동복지회","사회복지법인"
"141","부산","운봉종합사회복지관","부산광역시 해운대구 신반송로 200","051-543-2432","홀트아동복지회","사회복지법인"
"142","부산","장선종합사회복지관","부산광역시 북구 시랑로 114번길 45","051-336-7007","장선종합복지공동체","사회복지법인(직영)"
"142","부산","장선종합사회복지관","부산광역시 북구 시랑로 114번길 45","051-336-7008","장선종합복지공동체","사회복지법인(직영)"
"143","부산","전포종합사회복지관","부산광역시 부산진구 전포대로 190번길 35","051-802-6383","동의학원","학교법인"
"143","부산","전포종합사회복지관","부산광역시 부산진구 전포대로 190번길 35","051-802-6384","동의학원","학교법인"
"143","부산","전포종합사회복지관","부산광역시 부산진구 전포대로 190번길 35","051-802-6385","동의학원","학교법인"
"144","부산","절영종합사회복지관","부산광역시 영도구 함지로 33-10","051-404-5530","남광사회복지회","사회복지법인"
"144","부산","절영종합사회복지관","부산광역시 영도구 함지로 33-10","051-404-5531","남광사회복지회","사회복지법인"
"145","부산","중구종합사회복지관","부산광역시 중구 대청동 4가 75-7번지","051-464-3137","로사리오 카리타스","사회복지법인"
"146","부산","파랑새종합사회복지관","부산광역시 해운대구 신반송로 21","051-545-0115","성실원","사회복지법인(직영)"
"146","부산","파랑새종합사회복지관","부산광역시 해운대구 신반송로 21","051-545-0116","성실원","사회복지법인(직영)"
"146","부산","파랑새종합사회복지관","부산광역시 해운대구 신반송로 21","051-545-0117","성실원","사회복지법인(직영)"
"147","부산","학장종합사회복지관","부산광역시 사상구 학감대로 49번길 28-70","051-311-4017","부산생명의전화","사회복지법인"
"148","부산","해운대종합사회복지관","부산광역시 해운대구 재반로 12번길 16","051-782-5005","인천사회사업재단","사회복지법인(직영)"
"148","부산","해운대종합사회복지관","부산광역시 해운대구 재반로 12번길 16","051-782-5006","인천사회사업재단","사회복지법인(직영)"
"148","부산","해운대종합사회복지관","부산광역시 해운대구 재반로 12번길 16","051-782-5007","인천사회사업재단","사회복지법인(직영)"
"149","부산","홀트수영종합사회복지관","부산광역시 수영구 장대골로 20-5","051-760-3600","홀트아동복지회","사회복지법인(직영)"
"150","부산","화명종합사회복지관","부산광역시 북구 금곡대로 199번길 21","051-338-2233","사회복지법인 범어","사회복지법인"
"151","부산","화정종합사회복지관","부산광역시 북구 효열로 76","051-362-0111","인천사회사업재단","사회복지법인"
"151","부산","화정종합사회복지관","부산광역시 북구 효열로 76","051-362-0112","인천사회사업재단","사회복지법인"
"151","부산","화정종합사회복지관","부산광역시 북구 효열로 76","051-362-0113","인천사회사업재단","사회복지법인"
"152","대구","가정종합사회복지관","대구광역시 북구 대동로 10길9","053-955-8310","가정복지회","사회복지법인(직영)"
"153","대구","남구종합사회복지관","대구광역시 남구 중앙대로38길 17","053-476-7700","함께하는마음재단","사회복지법인"
"154","대구","남산기독교종합사회복지관","대구광역시 중구 관덕정길 16","053-257-1244","대구남산복지재단","사회복지법인(직영)"
"155","대구","남산종합사회복지관","대구광역시 중구 남산로7길 80","053-254-2562","대구광역시장애인재활협회","재단법인"
"156","대구","달서구본동종합사회복지관","대구 달서구 송현로 113 본동주공아파트","053-636-5567","대구가톨릭사회복지회","사회복지법인"
"156","대구","달서구본동종합사회복지관","대구 달서구 송현로 113 본동주공아파트","053-636-5568","대구가톨릭사회복지회","사회복지법인"
"156","대구","달서구본동종합사회복지관","대구 달서구 송현로 113 본동주공아파트","053-636-5569","대구가톨릭사회복지회","사회복지법인"
"157","대구","달서구학산종합사회복지관","대구광역시 달서구 월성로 77","053-634-7230","대구가톨릭사회복지회","사회복지법인"
"157","대구","달서구학산종합사회복지관","대구광역시 달서구 월성로 77","053-634-7231","대구가톨릭사회복지회","사회복지법인"
"158","대구","달성군종합사회복지관","대구광역시 달성군 논공읍 논공로 697-9","053-615-9191","대구가톨릭사회복지회","사회복지법인"
"159","대구","대구종합사회복지관","대구시 동구 율하동로 26길 67","053-964-3335","어린이재단","사회복지법인(직영)"
"160","대구","동촌종합사회복지관","대구광역시 동구 입석로 5","053-983-8211","아시아복지재단","사회복지법인(직영)"
"160","대구","동촌종합사회복지관","대구광역시 동구 입석로 5","053-983-8212","아시아복지재단","사회복지법인(직영)"
"161","대구","범물종합사회복지관","대구광역시 수성구 범안로 79-0","053-781-2000","월드비전","사회복지법인"
"161","대구","범물종합사회복지관","대구광역시 수성구 범안로 79-0","053-781-2001","월드비전","사회복지법인"
"161","대구","범물종합사회복지관","대구광역시 수성구 범안로 79-0","053-781-2002","월드비전","사회복지법인"
"161","대구","범물종합사회복지관","대구광역시 수성구 범안로 79-0","053-781-2003","월드비전","사회복지법인"
"162","대구","본리종합사회복지관","대구광역시 달서구 당산로 37-14(본리동)","053-563-1007","홀트아동복지회","사회복지법인"
"163","대구","산격종합사회복지관","대구광역시 북구 연암로 183","053-381-9193","대구생명의전화","사회복지법인"
"163","대구","산격종합사회복지관","대구광역시 북구 연암로 183","053-381-9194","대구생명의전화","사회복지법인"
"163","대구","산격종합사회복지관","대구광역시 북구 연암로 183","053-381-9195","대구생명의전화","사회복지법인"
"164","대구","상인종합사회복지관","대구광역시 달서구 상화로 371","053-641-1100","대구가톨릭사회복지회","사회복지법인"
"164","대구","상인종합사회복지관","대구광역시 달서구 상화로 371","053-641-1101","대구가톨릭사회복지회","사회복지법인"
"165","대구","서구종합사회복지관","대구광역시 서구 달구벌대로 365길 3","053-563-0777","대구가톨릭사회복지회","사회복지법인"
"166","대구","선린종합사회복지관","대구광역시 북구 관음동로 9길 10-25","053-323-2297","선린복지재단","사회복지법인(직영)"
"167","대구","성서종합사회복지관","대구광역시 달서구 신당로 56 성서주공1단지 내","053-583-1284","전석복지재단","사회복지법인"
"167","대구","성서종합사회복지관","대구광역시 달서구 신당로 56 성서주공1단지 내","053-583-1285","전석복지재단","사회복지법인"
"167","대구","성서종합사회복지관","대구광역시 달서구 신당로 56 성서주공1단지 내","053-583-1286","전석복지재단","사회복지법인"
"168","대구","신당종합사회복지관","대구광역시 달서구 신당로 55","053-581-8310","가정복지회","사회복지법인"
"169","대구","안심제1종합사회복지관","대구광역시 동구 안심로 22길 3","053-962-3831","전석복지재단","사회복지법인"
"169","대구","안심제1종합사회복지관","대구광역시 동구 안심로 22길 3","053-962-3832","전석복지재단","사회복지법인"
"169","대구","안심제1종합사회복지관","대구광역시 동구 안심로 22길 3","053-962-3833","전석복지재단","사회복지법인"
"170","대구","안심종합사회복지관","대구광역시 동구 율하동로 76","053-962-4137","대구대교구천주교유지재단","재단법인"
"171","대구","월성종합사회복지관","대구광역시 달서구 학산로 7길 39","053-634-4113","대구시사회복지협의회","사회복지법인"
"172","대구","제일기독종합사회복지관","대구광역시 동구 송라로 2길 17-6","053-755-9392","기독교대한감리회사회복지재단","사회복지법인(직영)"
"173","대구","제일종합사회복지관","대구광역시 서구 옥산로6길 9","053-353-8310","가정복지회","사회복지법인"
"174","대구","지산종합사회복지관","대구광역시 수성구 용학로 325","053-781-5156","삼동회","사회복지법인"
"175","대구","청곡종합사회복지관","대구광역시 수성구 노변공원로 49-1","053-793-9411","아시아복지재단","사회복지법인(직영)"
"175","대구","청곡종합사회복지관","대구광역시 수성구 노변공원로 49-1","053-793-9412","아시아복지재단","사회복지법인(직영)"
"175","대구","청곡종합사회복지관","대구광역시 수성구 노변공원로 49-1","053-793-9413","아시아복지재단","사회복지법인(직영)"
"176","대구","홀트대구종합사회복지관","대구광역시 수성구 달구벌대로 488길 13","053-746-7501","홀트아동복지회","사회복지법인(직영)"
"177","대구","황금종합사회복지관","대구광역시 수성구 청수로 45길 41번지","053-768-1252","아시아복지재단","사회복지법인"
"177","대구","황금종합사회복지관","대구광역시 수성구 청수로 45길 41번지","053-768-1253","아시아복지재단","사회복지법인"
"177","대구","황금종합사회복지관","대구광역시 수성구 청수로 45길 41번지","053-768-1254","아시아복지재단","사회복지법인"
"178","인천","갈산종합사회복지관","인천광역시 부평구 주부토로 206","032-515-8187","인천카톨릭사회복지회","사회복지법인"
"178","인천","갈산종합사회복지관","인천광역시 부평구 주부토로 206","032-515-8188","인천카톨릭사회복지회","사회복지법인"
"179","인천","계양종합사회복지관","인천광역시 계양구 아나지로517","032-552-9090","명성복지회","사회복지법인(직영)"
"179","인천","계양종합사회복지관","인천광역시 계양구 아나지로517","032-552-9091","명성복지회","사회복지법인(직영)"
"180","인천","논현종합사회복지관","인천광역시 남동구 호구포로 292","032-446-9339","재대한구세군유지재단법인","재단법인"
"181","인천","만수종합사회복지관","인천 남동구 담방로 105 만주주공아파트","032-463-8161","남동구청","구직영"
"182","인천","만월종합사회복지관","인천광역시 남동구 서판로 54번길 12","032-471-9070","인천교구천주교회유지재단","재단법인"
"183","인천","미추홀종합사회복지관","인천광역시 남구 염창로 97","032-876-8181","대한불교조계종사회복지재단","사회복지법인"
"184","인천","백령종합사회복지관","인천광역시 옹진군 백령면 백령로 271번길20","032-836-6001","대한예수교장로회합동측복지재단","사회복지법인"
"184","인천","백령종합사회복지관","인천광역시 옹진군 백령면 백령로 271번길20","032-836-6002","대한예수교장로회합동측복지재단","사회복지법인"
"184","인천","백령종합사회복지관","인천광역시 옹진군 백령면 백령로 271번길20","032-836-6003","대한예수교장로회합동측복지재단","사회복지법인"
"185","인천","부평중부종합사회복지관","인천광역시 부평구 경원대로 1418번길 13","032-528-4020","기독교대한감리회 사회복지재단","사회복지법인(직영)"
"186","인천","삼산종합사회복지관","인천광역시 부평구 평천로 447","032-529-8607","인천YWCA","사회복지법인"
"186","인천","삼산종합사회복지관","인천광역시 부평구 평천로 447","032-529-8608","인천YWCA","사회복지법인"
"186","인천","삼산종합사회복지관","인천광역시 부평구 평천로 447","032-529-8609","인천YWCA","사회복지법인"
"187","인천","선학종합사회복지관","인천광역시 연수구 선학로 14","032-813-6453","월드비전","사회복지법인"
"188","인천","성.미가엘종합사회복지관","인천광역시 중구 송학로 40","032-766-0981","대한성공회유지재단","재단법인(직영)"
"188","인천","성.미가엘종합사회복지관","인천광역시 중구 송학로 40","032-766-0982","대한성공회유지재단","재단법인(직영)"
"189","인천","성산종합사회복지관","인천광역시 남동구 석정로 552","032-437-2500","성산학원","학교법인(직영)"
"190","인천","송림종합사회복지관","인천광역시 동구 송림로43번길 35","032-764-1185","사랑의 샘","사회복지법인(직영)"
"190","인천","송림종합사회복지관","인천광역시 동구 송림로43번길 35","032-764-1186","사랑의 샘","사회복지법인(직영)"
"191","인천","숭의종합사회복지관","인천광역시 남구 독배로 485","032-888-6222","기독교대한감리회사회복지재단","사회복지법인(직영)"
"192","인천","연수세화종합사회복지관","인천광역시 연수구 원인재로 315","032-813-2791","기독교대한감리회사회복지재단","사회복지법인"
"192","인천","연수세화종합사회복지관","인천광역시 연수구 원인재로 315","032-813-2792","기독교대한감리회사회복지재단","사회복지법인"
"192","인천","연수세화종합사회복지관","인천광역시 연수구 원인재로 315","032-813-2793","기독교대한감리회사회복지재단","사회복지법인"
"192","인천","연수세화종합사회복지관","인천광역시 연수구 원인재로 315","032-813-2794","기독교대한감리회사회복지재단","사회복지법인"
"193","인천","연수종합사회복지관","인천광역시 연수구 원인재로212","032-811-8013","어린이재단","사회복지법인"
"194","인천","인천기독교종합사회복지관","인천광역시 서구 심곡로 124번길 10","032-568-3270","감리회태화복지재단","사회복지법인(직영)"
"195","인천","인천종합사회복지관","인천광역시 남구 매소홀로 418번길 14-57","032-873-0541","백암한마음봉사회","사회복지법인(직영)"
"195","인천","인천종합사회복지관","인천광역시 남구 매소홀로 418번길 14-57","032-873-0542","백암한마음봉사회","사회복지법인(직영)"
"195","인천","인천종합사회복지관","인천광역시 남구 매소홀로 418번길 14-57","032-873-0543","백암한마음봉사회","사회복지법인(직영)"
"195","인천","인천종합사회복지관","인천광역시 남구 매소홀로 418번길 14-57","032-873-0544","백암한마음봉사회","사회복지법인(직영)"
"196","인천","주안애종합사회복지관","인천광역시 부평구 부영로 161 주안빌딩 501호","032-513-1998","주안복지재단","사회복지법인(직영)"
"197","인천","창영사회복지관","인천광역시 동구 우각로 57","032-773-1733","기독교대한감리회유지재단","재단법인(직영)"
"197","인천","창영사회복지관","인천광역시 동구 우각로 57","032-773-1734","기독교대한감리회유지재단","재단법인(직영)"
"197","인천","창영사회복지관","인천광역시 동구 우각로 57","032-773-1735","기독교대한감리회유지재단","재단법인(직영)"
"198","광주","각화종합사회복지관","광주광역시 북구 군왕로207번길 6","062-265-1052","무진복지재단","사회복지법인"
"199","광주","금호종합사회복지관","광주광역시 서구 운천로32번길 23","062-376-3017","삼동회","사회복지법인"
"200","광주","꿈나무종합사회복지관","광주광역시 북구 중문로 지하58(우산동)","062-410-6938","광주광역시 북구청","시직영"
"201","광주","동신대학교종합사회복지관","광주광역시  남구 월산로 123번길 10","062-369-1324","동원(동신대학교)","사회복지법인(직영)"
"202","광주","두암종합사회복지관","광주광역시 북구 삼정로 7","062-266-8183","제칠일안식일예수재림교한국연합회유지재단","재단법인"
"203","광주","무등종합사회복지관","광주광역시 북구 삼정로 10","062-268-0093","기독복지회","사회복지법인"
"204","광주","무진종합사회복지관","광주광역시 서구 천변좌하로 594","062-372-2600","월드비전","사회복지법인(직영)"
"205","광주","빛고을종합사회복지관","광주광역시 동구 천변좌로 656","062-234-4563","은성복지회","사회복지법인(직영)"
"205","광주","빛고을종합사회복지관","광주광역시 동구 천변좌로 656","062-234-4564","은성복지회","사회복지법인(직영)"
"206","광주","송광종합사회복지관","광주광역시 광산구 우산로 17","062-941-8248","대한불교조계종사회복지재단","사회복지법인"
"206","광주","송광종합사회복지관","광주광역시 광산구 우산로 17","062-941-8249","대한불교조계종사회복지재단","사회복지법인"
"207","광주","시민종합사회복지관","광주광역시 북구 양일로 76-1","062-571-4100","상록원","사회복지법인(직영)"
"208","광주","시영종합사회복지관","광주광역시 서구 화정로 87-1","062-373-0360","대한예수교장로회전남노회유지재단","재단법인"
"209","광주","쌍촌종합사회복지관","광주광역시  서구 쌍학로 47","062-375-0035","인애동산","사회복지법인"
"209","광주","쌍촌종합사회복지관","광주광역시  서구 쌍학로 47","062-375-0036","인애동산","사회복지법인"
"209","광주","쌍촌종합사회복지관","광주광역시  서구 쌍학로 47","062-375-0037","인애동산","사회복지법인"
"209","광주","쌍촌종합사회복지관","광주광역시  서구 쌍학로 47","062-375-0038","인애동산","사회복지법인"
"210","광주","양지종합사회복지관","광주광역시 남구 제중로 24-10","062-673-1919","양림","사회복지법인(직영)"
"211","광주","오치종합사회복지관","광주광역시 북구 서하로 194번길 6","062-263-8200","가톨릭광주사회복지회","사회복지법인"
"212","광주","우산종합사회복지관","광주광역시 북구 서하로 194번길 6","062-266-3853","대한불교조계종사회복지재단","사회복지법인"
"213","광주","인애종합사회복지관","광주광역시 남구 용대로 91","062-676-5087","인애동산","사회복지법인(직영)"
"214","광주","첨단종합사회복지관","광주광역시 광산구 첨단중앙로160","062-971-9500","광주광역시 광산구청","구직영"
"215","광주","하남종합사회복지관","광주광역시 광산구 월곡산정로 12","062-951-0701","초연","사회복지법인"
"215","광주","하남종합사회복지관","광주광역시 광산구 월곡산정로 12","062-951-0702","초연","사회복지법인"
"216","대전","관저종합사회복지관","대전광역시 서구 구봉로13","042-545-6810","성애원","사회복지법인"
"217","대전","대덕종합사회복지관","대전광역시 대덕구 덕암로 234번길 44","042-936-7344","대전가톨릭사회복지회","사회복지법인"
"218","대전","대동종합사회복지관","대전광역시 동구 백룡로 48번길 79","042-673-8337","평화의마을","사회복지법인"
"219","대전","대전기독교종합사회복지관","대전광역시 중구 보문산로 333번길 29","042-586-1500","감리회 태화복지재단","사회복지법인(직영)"
"220","대전","대전종합사회복지관","대전광역시 대덕구 우암동로 15번길 20","042-627-2957","어린이재단","사회복지법인(직영)"
"220","대전","대전종합사회복지관","대전광역시 대덕구 우암동로 15번길 20","042-627-2958","어린이재단","사회복지법인(직영)"
"221","대전","둔산종합사회복지관","대전광역시 서구 둔산로 241","042-482-2033","대전시사회복지협의회","사회복지법인"
"222","대전","법동종합사회복지관","대전광역시 대덕구 계족로664번길27","042-633-0239","자비복지원","사회복지법인"
"223","대전","보문종합사회복지관","대전 중구 부용로41번길 55","042-716-1001","대한불교조계종사회복지재단","사회복지법인"
"223","대전","보문종합사회복지관","대전 중구 부용로41번길 55","042-716-1002","대한불교조계종사회복지재단","사회복지법인"
"223","대전","보문종합사회복지관","대전 중구 부용로41번길 55","042-716-1003","대한불교조계종사회복지재단","사회복지법인"
"224","대전","산내종합사회복지관","대전광역시 동구 산내로 1352-25","042-272-0591","기독교연합봉사회","사회복지법인"
"224","대전","산내종합사회복지관","대전광역시 동구 산내로 1352-25","042-272-0592","기독교연합봉사회","사회복지법인"
"225","대전","생명종합사회복지관","대전광역시 동구 동부로 56-7","042-283-9191","한국생명의전화","사회복지법인"
"225","대전","생명종합사회복지관","대전광역시 동구 동부로 56-7","042-283-9192","한국생명의전화","사회복지법인"
"226","대전","성락종합사회복지관","대전광역시 중구 선화로43번길 13","042-255-2278","기독교대한성결교회 사회사업유지재단","사회복지법인(직영)"
"227","대전","송강사회복지관","대전광역시 유성구 봉산로 45","042-934-6338","한국침례신학대학원","학교법인"
"227","대전","송강사회복지관","대전광역시 유성구 봉산로 45","042-934-6339","한국침례신학대학원","학교법인"
"228","대전","용문종합사회복지관","대전광역시 서구 계룡로 626-1","042-537-0615","진각복지재단","사회복지법인"
"229","대전","용운종합사회복지관","대전광역시 동구 용운로 110","042-284-5717","사회복지법인 푸른하늘","사회복지법인"
"230","대전","월평종합사회복지관","대전광역시 서구 월평북로 11","042-484-6181","대한예수교장로회대전노회유지재단","재단법인"
"230","대전","월평종합사회복지관","대전광역시 서구 월평북로 11","042-484-6182","대한예수교장로회대전노회유지재단","재단법인"
"231","대전","유성구종합사회복지관","대전광역시 유성구 도안대로589번길 27","042-825-3183","대전가톨릭사회복지회","사회복지법인"
"232","대전","정림종합사회복지관","대전광역시 서구 계백로 1286번길 86","042-584-4451","대한예수교장로회대전노회유지재단","재단법인"
"232","대전","정림종합사회복지관","대전광역시 서구 계백로 1286번길 86","042-584-4452","대한예수교장로회대전노회유지재단","재단법인"
"233","대전","중리종합사회복지관","대전광역시 대덕구 계족로 663번길 34","042-628-1476","삼동회","사회복지법인"
"233","대전","중리종합사회복지관","대전광역시 대덕구 계족로 663번길 34","042-628-1477","삼동회","사회복지법인"
"234","대전","중촌사회복지관","대전광역시 중구 대전천서로 695","042-221-2577","천성원","사회복지법인"
"235","대전","판암사회복지관","대전광역시 동구 옥천로 152-9 판암사회복지관","042-272-8981","열림재단","사회복지법인"
"236","대전","한밭종합사회복지관","대전광역시 서구 월평북로11, 주공아파트 1단지 내","042-484-4323","월드비전","사회복지법인"
"236","대전","한밭종합사회복지관","대전광역시 서구 월평북로11, 주공아파트 1단지 내","042-484-4324","월드비전","사회복지법인"
"237","경기","가야종합사회복지관","경기도 군포시 번영로 331-3","031-395-4894","(재)한국기독교청년회전국연맹유지재단(한국YMCA)","재단법인"
"237","경기","가야종합사회복지관","경기도 군포시 번영로 331-3","031-395-4895","(재)한국기독교청년회전국연맹유지재단(한국YMCA)","재단법인"
"238","경기","갈매사회복지관","경기 구리시 갈매순환로 143 LH갈매1단지 101동 1층","031-571-1118","한양여자대학교 산학협력단","학교법인"
"239","경기","거모종합사회복지관","경기도 시흥시 군자로 466번길 37","031-493-6347","삼우복지재단","사회복지법인(직영)"
"239","경기","거모종합사회복지관","경기도 시흥시 군자로 466번길 37","031-493-6348","삼우복지재단","사회복지법인(직영)"
"239","경기","거모종합사회복지관","경기도 시흥시 군자로 466번길 37","031-493-6349","삼우복지재단","사회복지법인(직영)"
"240","경기","고강종합사회복지관","경기도 부천시 오정구 고리울로 79","032-677-9090","가톨릭학원(가톨릭대학교)","학교법인"
"241","경기","고양시문촌7종합사회복지관","경기도 고양시 일산서구 킨텍스로 340","031-916-4071","천애원","사회복지법인"
"241","경기","고양시문촌7종합사회복지관","경기도 고양시 일산서구 킨텍스로 340","031-916-4072","천애원","사회복지법인"
"242","경기","고양시문촌9종합사회복지관","경기도 고양시 일산서구 중앙로 1449 효원빌딩 702호","031-917-0202","고양YWCA","사단법인"
"243","경기","고양시원당종합사회복지관","경기도 고양시 덕양구 호국로716번길 13-11","031-966-4007","순효학원","학교법인"
"243","경기","고양시원당종합사회복지관","경기도 고양시 덕양구 호국로716번길 13-11","031-966-4008","순효학원","학교법인"
"244","경기","고양시원흥종합사회복지관","경기도 고양시 덕양구 삼원로 102(원흥동)","031-964-9380","효샘","사회복지법인"
"245","경기","고양시일산종합사회복지관","경기도 고양시 일산서구 고양대로 654","031-975-3322","대건 카리타스","사회복지법인"
"246","경기","고양시흰돌종합사회복지관","경기도 고양시 일산동구 장백로 61","031-905-3400","고양YMCA","재단법인"
"246","경기","고양시흰돌종합사회복지관","경기도 고양시 일산동구 장백로 61","031-905-3401","고양YMCA","재단법인"
"247","경기","과천종합사회복지관","경기 과천시 별양상가1로 10 과천타워 3층","02-507-6319","대한불교조계종사회복지재단","사회복지법인"
